,en,ko
12206,Onslow,온슬로
12207,Johnston,존스턴
12208,Treynor,트레이너
12209,New Virginia,뉴 버지니아
12210,Mildred,밀드레드
12211,Morgan County,모건 카운티
12212,Routt County,루트 카운티
12213,Summit County,서밋 카운티
12214,DeKalb County,드칼브 카운티
12215,Bremer County,브레머 카운티
12216,Gonzales,곤잘레스
12217,Rayville,레이빌
12218,Grand Coteau,그랜드 코토
12219,Hart County,하트 카운티
12220,Laurel County,로렐 카운티
12221,Southborough,사우스버러
12222,Newbury,뉴베리
12223,University Park,유니버시티 파크
12224,Maxfield,맥스필드
12225,Levant,리밴트
12226,Uriah,유라이어
12227,Dillingham,딜링햄
12228,East Pleasanton,이스트 플레젠튼
12229,Desert Beach,데저트 비치
12230,Littleton,리틀턴
12231,Bellvue,벨뷰
12232,Cromwell,크롬웰
12233,Killingworth,킬링워스
12234,Cheswold,체스월드
12235,Neptune Beach,넵튠 비치
12236,Temple Terrace,템플 테라스
12237,Polk City,포크시티
12238,Elkton,엘크턴
12239,Murray,머리
12240,Boden,보덴
12241,Marston,마스턴
12242,Wine Hill,와인 힐
12243,Damascus,다마스쿠스
12244,Reece,리스
12245,Rhoda,로다
12246,Lindstrom,린드스트롬
12247,Taconite,타코나이트
12248,Thief River Falls,시프 리버 폴스
12249,Kerrick,케릭
12250,Canyon,캐년
12251,Goss,고스
12252,Texico,텍시코
12253,Centerville,센터빌
12254,Sardinia,사디니아
12255,Lewis,루이스
12256,Amsterdam,앰스터댐
12257,Monroe,먼로
12258,Gaines,게인즈
12259,Orange,오렌지
12260,De Kalb,드 칼브
12261,Southold,사우솔드
12262,Ontario,온타리오
12263,Hickory,히커리
12264,Steeds,스티즈
12265,Glenfield,글렌필드
12266,Park River,파크 리버
12267,Alamo,알라모
12268,Darrtown,다타운
12269,Thackery,새커리
12270,Bellevue,벨뷰
12271,Blue Rock,블루 록
12272,Bristol,브리스톨
12273,Whipple,휘플
12274,Bucher,부처
12275,Cross Junction,크로스 정션
12276,King William,킹 윌리엄
12277,Roseland,로즐랜드
12278,Egypt,이집트
12279,Glasgow,글래스고
12280,Worthington,워싱턴
12281,Munday,먼데이
12282,Lark,라크
12283,Birch,버치
12284,Branch,브랜치
12285,River Pines,리버 파인즈
12286,Glendale,글렌데일
12287,Monument,모누먼트
12288,Lost Lake Resort,로스트 레이크 리조트
12289,Erie,이리
12290,Summerville,섬머빌
12291,Gaston,개스턴
12292,Eutawville,유토빌
12293,Frankfort,프랭크포트
12294,Henderson,헨더슨
12295,Stafford,스태퍼드
12296,Priest River,프리스트리버
12297,Crenshaw County,크렌쇼 카운티
12298,Faulkner County,포크너 카운티
12299,Iberville Parish County,이버빌 패리시
12300,Presque Isle County,프레스크 아일 카운티
12301,Shiawassee County,시아와시 카운티
12302,Shannon County,새넌 카운티
12303,Mineral County,미네랄 카운티
12304,Grainger County,그레인저 카운티
12305,Lake County,레이크 카운티
12306,Calhoun County,칼훈 카운티
12307,Concho County,콘초 카운티
12308,Grayson County,그레이슨 카운티
12309,Chickasaw,치카소
12310,Tolleson,톨레슨
12311,Real County,리얼 카운티
12312,San Jacinto County,샌 재신토 카운티
12313,Arriba,아리바
12314,East Hampton,이스트햄프턴
12315,Carl,칼
12316,Dorchester County,도체스터 카운티
12317,Zeigler,자이글러
12318,Kouts,커츠
12319,Windfall,윈드폴
12320,Brayton,브레이턴
12321,Dickens,딕킨스
12322,Morning Sun,모닝 선
12323,Addison County,애디슨 카운티
12324,Yuma County,유마 카운티
12325,Glade,글레이드
12326,Ogle County,오글 카운티
12327,Bromley,브롬리
12328,Poweshiek County,포우쉬크 카운티
12329,Ottawa County,오타와 카운티
12330,Wayne County,웨인 카운티
12331,Whitley County,휘틀리 카운티
12332,Clark County,클라크 카운티
12333,Richland County,리칠랜드 카운티
12334,Norwood,노우드
12335,Hancock,핸콕
12336,Bolte,볼테
12337,Newry,뉴리
12338,Maricopa,마리코파
12339,Nogales,노게일스
12340,Ukiah,유키아
12341,Yermo,여모
12342,Lycan,라이캔
12343,Falcon,팔콘
12344,Vona,보나
12345,Ouray,어레이
12346,Woodside,우드사이드
12347,Fincher,핀처
12348,Montverde,몬트버디
12349,Sugarloaf Shores,슈거로프쇼어스
12350,Leefield,리필드
12351,Mystic,미스틱
12352,Farmington,파밍턴
12353,Sand Barrens,샌드 배런스
12354,Herborn,허본
12355,Florence,플로렌스
12356,East Peoria,이스트 피오리아
12357,Amite,에이미트
12358,Abell,아벨
12359,Plympton,플라임튼
12360,Ogema,오지마
12361,Bena,베나
12362,Chanhassen,챈허슨
12363,Potsdam,포츠댐
12364,Maple Bay,메이플 베이
12365,Ecru,에크루
12366,Crystal City,크리스탈 시티
12367,Conception,컨셉션
12368,Sainte Genevieve,생트 제네비브
12369,Morley,몰리
12370,St. Ignatius,세인트 이그나티우스
12371,Mills,밀스
12372,Lyme,라임
12373,Kortright,코트라이트
12374,Ossian,오시안
12375,Canajoharie,캐너조해리
12376,Steuben,스투번
12377,Caton,케이턴
12378,Marbletown,마블타운
12379,Bedford,베드퍼드
12380,Pound Ridge,파운드 리지
12381,Springdale,스프링데일
12382,White Cross,화이트 크로스
12383,Bexley,벡슬리
12384,Canfield,캔필드
12385,Columbiana,컬럼비아나
12386,Cyril,시릴
12387,Keyes,키스
12388,Bernice,버니스
12389,Strang,스트랭
12390,Warner,워너
12391,Roland,롤랜드
12392,Springwood,스프링우드
12393,Marye,메리
12394,Oak Harbor,오크 하버
12395,Carson,카슨
12396,Two Run,투 런
12397,Bubbling Spring,버블링 스프링
12398,Hoy,호이
12399,Millbrook,밀브룩
12400,Elkhorn,엘크혼
12401,Affinity,어피니티
12402,Earnshaw,언쇼
12403,Barron,배런
12404,Whitefish Bay,화이트피시 베이
12405,Metz,메츠
12406,Babcock,배브콕
12407,Ryan Park,라이언 파크
12408,Gold Beach,골드 비치
12409,Tide,타이드
12410,Hilgard,힐가드
12411,Latrobe,러트로브
12412,Astoria,애스토리아
12413,Patricia,패트리시아
12414,Driftwood,드리프트우드
12415,Ricardo,리카도
12416,Kempner,켐프너
12417,Pinehurst,파인허스트
12418,Ballinger,볼린저
12419,Isla,이슬라
12420,Calhoun County,캘훈 카운티
12421,Limestone County,라임스톤 카운티
12422,Fulton County,풀톤 카운티
12423,St. Mary Parish,세인트 메리 패리시
12424,Union Parish,유니언 패리시
12425,Androscoggin County,앤드로스코긴 카운티
12426,Eaton County,이턴 카운티
12427,Pipestone County,파이프스톤 카운티
12428,Platte County,플랫 카운티
12429,Carter County,카터 카운티
12430,Rosebud County,로즈버드 카운티
12431,Keya Paha County,키야 파하 카운티
12432,Lawrence County,로렌스 카운티
12433,Wyandot County,와이언도트 카운티
12434,Kay County,케이 카운티
12435,Mayes County,메이스 카운티
12436,Dyer County,다이어 카운티
12437,Hawkins County,호킨스 카운티
12438,Armstrong County,암스트롱 카운티
12439,Shannon County,섀넌 카운티
12440,Castro County,카스트로 카운티
12441,Millport,밀포트
12442,Vestavia Hills,베스타비아 힐스
12443,Kaufman County,코프먼 카운티
12444,Miami Gardens,마이애미 가든스
12445,St. Maries,세인트 매리스
12446,Hagerstown,해거스타운
12447,Imogene,이모진
12448,Maurice,모리스
12449,Wilmore,윌모어
12450,Grand Isle County,그랜드 아일 카운티
12451,Columbia County,컬럼비아 카운티
12452,Franklin County,프랭클린 카운티
12453,Leawood,리우드
12454,Burke County,버크 카운티
12455,Hart County,하트 카운티
12456,Wilcox County,윌콕스 카운티
12457,Lawrence County,로렌스 카운티
12458,Rush County,러시 카운티
12459,Spencer County,스펜서 카운티
12460,Letcher County,레처 카운티
12461,Frenchville,프렌치빌
12462,Monroe County,먼로 카운티
12463,Boxborough,박스버러
12464,Fairhaven,페어헤이븐
12465,Egremont,에그리먼트
12466,Chevy Chase Village,체비 체이스 빌리지
12467,Dexter,덱스터
12468,Springhill,스프링힐
12469,Summers,서머스
12470,Tehama,테하마
12471,Paonia,파오니아
12472,Chivington,치빙턴
12473,St. Johns Park,세인트 존스 파크
12474,Alton,얼턴
12475,Cinco Bayou,싱코바이우
12476,Tarrytown,태리타운
12477,Fort Florida,포트 플로리다
12478,Buford,뷰퍼드
12479,Tallulah Falls,탈룰라 폴스
12480,Challis,샬리
12481,Mermet,멀멋
12482,Mossville,모스빌
12483,Ildes Park Place,아일디스 파크 플레이스
12484,South Milford,사우스 밀포드
12485,New Santa Fe,뉴 산타 페
12486,Lu Verne,루 베른
12487,Festina,페스티나
12488,Acres,에이커스
12489,Bandana,밴다나
12490,Burnaugh,버노
12491,Sip,십
12492,Grand Haven,그랜드 헤이븐
12493,Spring Valley,스프링 밸리
12494,Green Valley,그린 밸리
12495,East Grand Forks,이스트 그랜드 폭스
12496,White Bear Lake,화이트 베어 레이크
12497,Symonds,사이먼즈
12498,Amory,에이모리
12499,Coffey,코피
12500,Pacific,퍼시픽
12501,Anniston,애니스턴
12502,Thayer,세이어
12503,East Leavenworth,이스트 리븐워스
12504,Maryland Heights,메릴랜드 하이츠
12505,Boulder City,불더 시티
12506,Surry,서리
12507,Newington,뉴잉턴
12508,Minerva,미너바
12509,Urbana,어배너
12510,Belhaven,벨헤이븐
12511,Emerald Isle,에메랄드 아일
12512,Alexis,알렉시스
12513,Duncan,던컨
12514,Maxton,맥스턴
12515,Rosman,로즈먼
12516,Courtenay,코트네이
12517,Woodworth,우드워스
12518,Makoti,마코티
12519,Coshocton,코쇽턴
12520,Chardon,차든
12521,Sharonville,섀론빌
12522,Loyal,로열
12523,Roff,로프
12524,Eagle Mountain,이글 마운틴
12525,Ashwood,애시우드
12526,Dyke,다이크
12527,Ringgold,링골드
12528,Featherstone,페더스톤
12529,Camas,캐머스
12530,Lakewood,레이크우드
12531,La Grande,라 그랑드
12532,Bunker Hill,벙커 힐
12533,Barrett,바렛
12534,Racine,라신
12535,Kirby,커비
12536,Corton,코턴
12537,Milam,밀람
12538,Mather,매더
12539,Krok,크로크
12540,Kickapoo,키카푸
12541,Diamondville,다이아몬드빌
12542,Bar Nunn,바 넌
12543,Indian Village,인디언 빌리지
12544,Kirk,커크
12545,Malabon,말라본
12546,Stevens,스티븐스
12547,Jellico,젤리코
12548,Jermyn,저민
12549,Lorena,로레나
12550,Yazoo River,야
12551,Conecuh County,코네쿠 카운티
12552,Izard County,아이자드 카운티
12553,Jefferson County,제퍼슨 카운티
12554,Red River Parish,레드 리버 패리시
12555,Sagadahoc County,사가다호크 카운티
12556,Miller County,밀러 카운티
12557,Warren County,워런 카운티
12558,Lea County,리 카운티
12559,Burke County,버크 카운티
12560,Cass County,캐스 카운티
12561,Gilliam County,길리엄 카운티
12562,Fentress County,펜트레스 카운티
12563,Warren County,워런 카운티
12564,Clearfield County,클리어필드 카운티
12565,Jefferson County,제퍼슨 카운티
12566,Day County,데이 카운티
12567,Tripp County,트립 카운티
12568,Dothan,도탄
12569,Newton County,뉴턴 카운티
12570,Grand Lake,그랜드레이크
12571,Silverthorne,실버트론
12572,Darien,다리엔
12573,Glastonbury,글래스턴베리
12574,Fort Myers Beach,포트마이어스 비치
12575,San Antonio,샌안토니오
12576,Ormond Beach,오르몬드 비치
12577,Clarendon County,클래런던 카운티
12578,Chester County,체스터 카운티
12579,Martinsville,마틴즈빌
12580,Arcola,아콜라
12581,Effingham,에핑엄
12582,Bushnell,부시넬
12583,Topeka,토피카
12584,Fredericksburg,프레더릭스버그
12585,Rappahannock County,래퍼핸녹 카운티
12586,Agency,에이전시
12587,Washington County,워싱턴 카운티
12588,Lafayette County,라피엣 카운티
12589,Tattnall County,태트널 카운티
12590,Ford County,포드 카운티
12591,Louisa County,루이자 카운티
12592,Jean Lafitte,장 라피트
12593,Knox County,녹스 카운티
12594,Slidell,슬라이델
12595,Owsley County,오슬리 카운티
12596,Price County,프라이스 카운티
12597,China,차이나
12598,Edgartown,에드가타운
12599,Lenox,레녹스
12600,Searsmont,시어스먼트
12601,Knox,녹스
12602,Skowhegan,스코히건
12603,Dover-Foxcroft,도버-폭스크로프트
12604,Tanner,테너
12605,Blue Springs,블루 스프링스
12606,Etha,에타
12607,Ino,이노
12608,Richburg,리치버그
12609,Trussville,트러스빌
12610,Tuscaloosa,터스컬루사
12611,Edgecomb,에지콤
12612,Tortilla Flat,토티야 플랏
12613,Placerville,플레이서빌
12614,Cressey,크레시
12615,Canebrake,케인브레이크
12616,Louisville,루이빌
12617,Castle Rock,캐슬 록
12618,Rangely,랭글리
12619,Wilton,윌턴
12620,Willis,윌리스
12621,Avon Park,에이번 파크
12622,Amelia City,어밀리아시티
12623,Lake Alfred,레이크앨프리드
12624,West Green,웨스트 그린
12625,Budapest,부다페스트
12626,Fish Haven,피시 헤이븐
12627,Whitney,휘트니
12628,Shoup,슙
12629,Meppen,메펜
12630,Babylon,바빌론
12631,Mitchell,미첼
12632,Chambersburg,체임버즈버그
12633,Fickle,피클
12634,Atwood,애투드
12635,Pleasant Lake,플레전트 레이크
12636,Servia,설비아
12637,Whiting,화이팅
12638,Solomon,솔로몬
12639,Elmo,엘모
12640,Beeler,빌러
12641,River,리버우드
12642,Bossier City,보시어 시티
12643,Blanks,블랭크스
12644,Hunt Valley,헌트 밸리
12645,Derwood,더우드
12646,Caspian,캐스피언
12647,Carson City,카슨 시티
12648,Three Rivers,쓰리 리버스
12649,Vassar,바사르
12650,Ogilvie,오길비
12651,Larsmont,라스몬트
12652,Hackett,해켓
12653,Ocean Springs,오션 스프링스
12654,Callao,칼라오
12655,Meta,메타
12656,Yutan,유탄
12657,Fernley,펀리
12658,Merrimack,메리맥
12659,Weare,위어
12660,Boonton Town,분턴 타운
12661,Ava,에이바
12662,Stony Creek,스토니 크리크
12663,Mamaroneck,매머로넥
12664,Green Level,그린 레벨
12665,Longview,롱뷰
12666,Mamers,매머스
12667,Drayton,드레이턴
12668,Buford,뷰퍼드
12669,Slater,슬레이터
12670,Excello,엑셀로
12671,New Carlisle,뉴 칼라일
12672,Brecksville,브렉스빌
12673,Brook Park,브룩 파크
12674,Grandview Heights,그랜드뷰 하이츠
12675,Fairborn,페어본
12676,Mt. St. Joseph,마운트 세인트 조세프
12677,Girard,지라드
12678,Newton Falls,뉴턴 폴스
12679,Farmdale,팜데일
12680,Essex,에식스
12681,Caney,캐니
12682,Vinson,빈슨
12683,Kendrick,켄드릭
12684,Elsinore,엘시노어
12685,Berkshire,버크셔
12686,Cavetown,케이브타운
12687,Ivor,아이버
12688,Black Diamond,블랙 다이아먼드
12689,Selah,셀라
12690,Harvey,하비
12691,Jodie,조디
12692,Green Spring,그린 스프링
12693,Taylor,테일러
12694,Boggs,보그스
12695,Corinne,코린
12696,Barksdale,박스데일
12697,Clover,클로버
12698,Leeds,리즈
12699,Ringle,링글
12700,Mequon,메퀀
12701,Northland,노스랜드
12702,Bosler,보슬러
12703,Garrett,개릿
12704,Brookshire,브룩셔
12705,Seiad Valley,시애드 밸리
12706,Tamarac,타마락
12707,Riddle,리들
12708,Noti,노티
12709,Pittston,피츠턴
12710,Pineville,파인빌
12711,Chamberlain,체임벌린
12712,Spencer,스펜서
12713,Sealy,실리
12714,Los Indios,로스 인디오스
12715,Ira,이라
12716,Macedonia,마세도니아
12717,Branch County,브랜치 카운티
12718,Otsego County,옷세고 카운티
12719,Alcorn County,알콘 카운티
12720,Oktibbeha County,옥팁베하 카운티
12721,Gasconade County,개스커네이드 카운티
12722,Lafayette County,라피엣 카운티
12723,Alfalfa County,앨팰파 카운티
12724,Creek County,크릭 카운티
12725,Park County,파크 카운티
12726,Rowan County,로완 카운티
12727,Barnes County,반스 카운티
12728,Auglaize County,오글레이즈 카운티
12729,Geauga County,지아거 카운티
12730,Williams County,윌리엄스 카운티
12731,Ottawa County,오타와 카운티
12732,Washita County,워시토 카운티
12733,Carter County,카터 카운티
12734,Cocke County,코크 카운티
12735,Lauderdale County,로더데일 카운티
12736,Wilson County,윌슨 카운티
12737,Crawford County,크로퍼드 카운티
12738,Juniata County,주니아타 카운티
12739,Fulton County,풀턴 카운티
12740,Baylor County,베일러 카운티
12741,Brown County,브라운 카운티
12742,Hale County,헤일 카운티
12743,Stonewall County,스톤월 카운티
12744,Loxley,록슬리
12745,Mountain Brook,마운틴브룩
12746,Brinkley,브린클리
12747,Marysville,매리스빌
12748,Limestone County,라임스톤 카운티
12749,Bay Harbor Islands,베이 하버 아일랜즈
12750,Dillon County,딜런 카운티
12751,Pana,패나
12752,Delavan,델러번
12753,Madison County,매디슨 카운티
12754,Pittsylvania County,피트실베이니아 카운티
12755,Patrick County,패트릭 카운티
12756,Mason County,메이슨 카운티
12757,Brooks County,브룩스 카운티
12758,Towns County,타운스 카운티
12759,Fountain County,파운틴 카운티
12760,McKee,맥키
12761,Clarke County,클라크 카운티
